OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu00958,3e-06,0,3e-06,7.7e-05,0,5.2e-05,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu01028,3e-06,0,3e-06,7.7e-05,0,4e-05,0,0,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu01179,8.1e-05,0,6e-05,2e-06,0,2e-06,0,0,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01192,6e-06,0,4e-06,8.5e-05,0,3.8e-05,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01223,0,0,0,6.8e-05,0,3.4e-05,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(94),Prevotellaceae_unclassified(94),
Otu01243,0,0,0,6.4e-05,0,3.4e-05,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01345,0,0,0,7.9e-05,0,7.7e-05,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu01357,0,0,0,6.2e-05,0,3e-05,0,0,Bacteria(100),Fibrobacteres(100),Fibrobacteria(100),Fibrobacterales(100),Fibrobacteraceae(100),Fibrobacter(100),
Otu01375,6e-06,0,4e-06,7.7e-05,0,5.4e-05,0,0,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu01387,0,0,0,6e-05,0,2.4e-05,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01395,0,0,0,8.5e-05,0,6.3e-05,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(99),Prevotella(98),
Otu01426,0,0,0,6.4e-05,0,5.4e-05,0,0,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01550,6.3e-05,0,6.3e-05,2e-06,0,2e-06,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01561,0,0,0,6.4e-05,0,3.8e-05,0,0,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01646,7.2e-05,0,7.2e-05,0,0,0,0,0,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu01652,7.2e-05,0,5.9e-05,2e-06,0,2e-06,0,0,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(99),
