OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu00567,0,0,0,6.3e-05,0,4.7e-05,0,0,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Megasphaera(100),
Otu00796,3e-06,0,3e-06,8.1e-05,0,4.1e-05,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00878,6e-06,0,6e-06,7.5e-05,0,6.5e-05,0,0,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Aeromonadales(100),Succinivibrionaceae(100),Succinivibrio(100),
Otu00906,0,0,0,6.3e-05,0,5.9e-05,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(98),Bacteroidales(98),Bacteroidales_unclassified(98),Bacteroidales_unclassified(98),
Otu00913,8.1e-05,0,4.9e-05,1.1e-05,0,7e-06,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(99),Bacteroidetes_unclassified(99),Bacteroidetes_unclassified(99),Bacteroidetes_unclassified(99),
Otu00952,6e-06,0,4e-06,7.3e-05,0,2.9e-05,0,0,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Streptococcaceae(100),Streptococcus(100),
Otu01020,4.9e-05,0,4.1e-05,0,0,0,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(99),Porphyromonadaceae_unclassified(99),
Otu01195,8.7e-05,0,5.3e-05,8e-06,0,5e-06,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Rikenellaceae_unclassified(100),
Otu01333,3e-06,0,3e-06,8.6e-05,0,6.6e-05,0,0,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(55),
Otu01345,4.9e-05,0,4.6e-05,2e-06,0,2e-06,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu01435,6e-06,0,4e-06,7.3e-05,0,7e-05,0,0,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu01580,5.2e-05,0,4.3e-05,2e-06,0,2e-06,0,0,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Flavonifractor(100),
Otu01691,3e-06,0,3e-06,7.2e-05,0,7.2e-05,0,0,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(98),
Otu01711,8.4e-05,0,7.2e-05,0,0,0,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu02018,5.8e-05,0,5.8e-05,0,0,0,0,0,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02250,5.8e-05,0,5.8e-05,0,0,0,0,0,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu02500,5.8e-05,0,5.2e-05,0,0,0,0,0,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00920,3e-06,0,3e-06,6.2e-05,0,2.3e-05,1e-06,0.000307809523809524,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01019,6e-06,0,6e-06,7.2e-05,0,6.5e-05,1e-06,0.000307809523809524,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01196,8.4e-05,0,3.6e-05,1.5e-05,0,6e-06,1e-06,0.000307809523809524,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu02707,0,0,0,5e-05,0,5e-05,1e-06,0.000307809523809524,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00958,7.8e-05,0,6.9e-05,1.5e-05,0,9e-06,2e-06,0.00051712,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00961,9e-06,0,5e-06,7.5e-05,0,3e-05,2e-06,0.00051712,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(85),
Otu01206,4.9e-05,0,2.8e-05,3e-06,0,3e-06,2e-06,0.00051712,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01425,3e-06,0,3e-06,5.9e-05,0,5.9e-05,2e-06,0.00051712,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01638,0,0,0,4.9e-05,0,4.1e-05,3e-06,0.000718222222222222,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu02198,0,0,0,4.9e-05,0,4.9e-05,3e-06,0.000718222222222222,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00861,3e-06,0,3e-06,5.7e-05,0,3.2e-05,4e-06,0.000783515151515151,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01031,0,0,0,4.6e-05,0,4.6e-05,4e-06,0.000783515151515151,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),
Otu01324,0,0,0,4.6e-05,0,4.1e-05,4e-06,0.000783515151515151,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu01359,3e-06,0,3e-06,5.7e-05,0,4.2e-05,4e-06,0.000783515151515151,Bacteria(100),Bacteria_unclassified(96),Bacteria_unclassified(96),Bacteria_unclassified(96),Bacteria_unclassified(96),Bacteria_unclassified(96),
Otu01581,0,0,0,4.6e-05,0,4.4e-05,4e-06,0.000783515151515151,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(99),Alphaproteobacteria_unclassified(99),Alphaproteobacteria_unclassified(99),
Otu02942,0,0,0,4.6e-05,0,4.6e-05,4e-06,0.000783515151515151,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu02462,3.5e-05,0,3.5e-05,0,0,0,5e-06,0.000923428571428571,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Butyricicoccus(100),
Otu02694,0,0,0,4.7e-05,0,4.7e-05,5e-06,0.000923428571428571,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00949,3e-06,0,3e-06,5.2e-05,0,2.3e-05,1.2e-05,0.00209643243243243,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01272,3e-06,0,3e-06,5.2e-05,0,3.4e-05,1.2e-05,0.00209643243243243,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00460,6e-06,0,4e-06,5.7e-05,0,5.7e-05,2.1e-05,0.00357221052631579,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Clostridium_XI(100),
Otu01723,0,0,0,4.1e-05,0,4.1e-05,2.3e-05,0.0037168,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Aeromonadales(99),Succinivibrionaceae(99),Ruminobacter(99),
Otu02872,0,0,0,4.1e-05,0,4.1e-05,2.3e-05,0.0037168,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Roseburia(100),
Otu01229,4e-05,0,2.7e-05,3e-06,0,2e-06,3.3e-05,0.00520273170731707,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
